"ID","trait","group","included"
"RTXD","eye","eighth",TRUE
"RWGW","eye","eighth",TRUE
"SBJV","eye","tenth",TRUE
"SBJVC","eye","ninth",TRUE
"SCBI","eye","tenth",TRUE
"SCXD","eye","ninth",TRUE
"SDBA","eye","ninth",TRUE
"SDVC","eye","ninth",TRUE
"SEVZ","eye","female",TRUE
"SFBL","eye","female",TRUE
"SGBK","eye","ninth",TRUE
"SMVB","eye","eighth",TRUE
"SMXT","eye","eighth",TRUE
"SNCY","eye","female",TRUE
"SNDZ","eye","ninth",TRUE
"SQCA","eye","tenth",TRUE
"SSQG","eye","tenth",TRUE
"SVLP","eye","ninth",TRUE
"SXDN","eye","female",TRUE
"SYKW","eye","tenth",TRUE
"TABC","eye","ninth",TRUE
"TART","eye","female",TRUE
"TKBC","eye","ninth",TRUE
"TKSH","eye","ninth",TRUE
"TRCQ","eye","female",TRUE
"TSNP","eye","tenth",TRUE
"TSPY","eye","female",TRUE
"TWQN","eye","eighth",TRUE
"TYRB","eye","eighth",TRUE
"UCYK","eye","female",TRUE
"UHRS","eye","ninth",TRUE
"UKOQ","eye","tenth",TRUE
"ULBD","eye","ninth",TRUE
"UMXA","eye","female",TRUE
"UNBX","eye","eighth",TRUE
"UPBJ","eye","female",TRUE
"UQVJ","eye","ninth",TRUE
"UWVR","eye","female",TRUE
"UYSP","eye","tenth",TRUE
"VDBS","eye","female",TRUE
"VDVI","eye","tenth",TRUE
"VECM","eye","ninth",TRUE
"VFCQ","eye","eighth",TRUE
"VFPH","eye","ninth",TRUE
"VGLK","eye","ninth",TRUE
"VHBT","eye","tenth",TRUE
"VJOC","eye","female",TRUE
"VJTT","eye","female",TRUE
"VNSP","eye","eighth",TRUE
"VNVH","eye","female",TRUE
"VUNA","eye","female",TRUE
"WDBI","eye","ninth",TRUE
"WHQS","eye","female",TRUE
"WHVM","eye","tenth",TRUE
"WJST","eye","female",TRUE
"WKXK","eye","ninth",TRUE
"WNVZ","eye","ninth",TRUE
"WQOI","eye","ninth",TRUE
"WQRK","eye","ninth",TRUE
"WSXA","eye","eighth",TRUE
"WWFJ","eye","eighth",TRUE
"WYMS","eye","eighth",TRUE
"XDBU","eye","female",TRUE
"XKES","eye","female",TRUE
"XMEN","eye","eighth",TRUE
"XNIH","eye","female",TRUE
"XOAF","eye","ninth",TRUE
"XQBJ","eye","tenth",TRUE
"XQHC","eye","ninth",TRUE
"XRPL","eye","eighth",TRUE
"XVQB","eye","ninth",TRUE
"XWCJ","eye","eighth",TRUE
"YAKT","eye","eighth",TRUE
"YBYC","eye","ninth",TRUE
"YCTD","eye","eighth",TRUE
"YFAT","eye","female",TRUE
"YGFO","eye","eighth",TRUE
"YMRF","eye","eighth",TRUE
"YNBA","eye","ninth",TRUE
"YNFN","eye","female",TRUE
"YNZS","eye","female",TRUE
"YRUA","eye","female",TRUE
"YRUH","eye","female",TRUE
"YSQQ","eye","eighth",TRUE
"YUWR","eye","eighth",TRUE
"YYNS","eye","female",TRUE
"YZUH","eye","eighth",TRUE
"ZAQJ","eye","eighth",TRUE
"ZAVH","eye","eighth",TRUE
"ZFKD","eye","eighth",TRUE
"ZFXN","eye","ninth",TRUE
"ZIER","eye","tenth",TRUE
"ZRDE","eye","ninth",TRUE
"ZSUF","eye","eighth",TRUE
"ZVNV","eye","ninth",TRUE
"ZWYP","eye","female",TRUE
