 ,Label,Area,Length
71,YZUH-1st leg-left.jpg:1443-2870,0.061,11.514
72,YZUH-1st leg-left.jpg:1588-3348,2.137,0
73,ZAQJ-1st leg-left.jpg:1622-2538,0.053,10.102
74,ZAQJ-1st leg-left.jpg:2132-2397,0.059,11.133
75,ZAQJ-1st leg-left.jpg:1807-2088,2.304,0
76,ZAVH-1st leg-left.jpg:1562-1503,0.056,10.605
77,ZAVH-1st leg-left.jpg:2030-1572,0.061,11.63
78,ZAVH-1st leg-left.jpg:1884-1137,2.383,0
79,ZFKD-1st leg-left.jpg:1113-1845,0.055,10.428
80,ZFKD-1st leg-left.jpg:1553-1583,0.061,11.499
81,ZFKD-1st leg-left.jpg:1147-1357,2.386,0
82,ZFXN-1st leg-left.jpg:1986-3047,0.068,12.955
83,ZFXN-1st leg-left.jpg:1436-3120,0.074,13.955
84,ZFXN-1st leg-left.jpg:1741-3583,3.435,0
85,ZIER-1st leg-left.jpg:1155-1572,0.072,13.693
86,ZIER-1st leg-left.jpg:1724-1419,0.073,13.782
87,ZIER-1st leg-left.jpg:1396-0931,2.664,0
88,ZRDE-1st leg-left.jpg:1107-2213,0.072,13.663
89,ZRDE-1st leg-left.jpg:1757-1785,0.074,14.101
90,ZRDE-1st leg-left.jpg:1278-1465,3.304,0
91,ZSUF-1st leg-left.jpg:1346-2250,0.056,10.698
92,ZSUF-1st leg-left.jpg:1764-2130,0.06,11.324
93,ZSUF-1st leg-left.jpg:1462-1777,2.197,0
94,ZVNV-1st leg-left.jpg:1398-2354,0.074,13.94
95,ZVNV-1st leg-left.jpg:1988-2114,0.074,14.03
96,ZVNV-1st leg-left.jpg:1558-1687,2.988,0
97,ZWYP-1st leg-left.jpg:2196-2795,0.066,12.581
98,ZWYP-1st leg-left.jpg:1547-2777,0.071,13.402
99,ZWYP-1st leg-left.jpg:1687-3235,3.116,0
100,YRUA-1st leg-left.jpg:1365-2376,0.062,11.829
101,YRUA-1st leg-left.jpg:1937-2201,0.063,12.09
102,YRUA-1st leg-left.jpg:1618-1798,2.805,0
103,YRUH-1st leg-left.jpg:1179-2094,0.064,12.204
104,YRUH-1st leg-left.jpg:1629-2054,0.068,13.01
105,YRUH-1st leg-left.jpg:1359-1561,2.933,0
1,CVLU-1st leg-left.jpg:1521-2496,0.05,9.57
2,CVLU-1st leg-left.jpg:1082-2511,0.054,10.261
3,CVLU-1st leg-left.jpg:1258-2881,2.114,0
4,PZWX-1st leg-left.jpg:0984-2937,0.065,12.43
5,PZWX-1st leg-left.jpg:1352-2724,0.067,12.783
6,PZWX-1st leg-left.jpg:0966-2364,3.051,0
7,SMXT-1st leg-left.jpg:1097-1973,0.055,10.414
8,SMXT-1st leg-left.jpg:1604-1944,0.057,10.809
9,SMXT-1st leg-left.jpg:1422-1539,2.026,0
